model_id,benchmark_id,performance,benchmark,benchmark_release_date,optimized,is_math,is_coding,model,date,source
m124,b28,0.6019999999999999,PIQA,2019-11-26,True,False,False,LLaMA-13B,2023-02-27,Qwen Technical Report
m124,b29,0.24439999999999995,ScienceQA,2022-09-20,True,False,False,LLaMA-13B,2023-02-27,ScienceQA leaderboard
m124,b37,0.45999999999999996,Winogrande,2019-07-24,True,False,False,LLaMA-13B,2023-02-27,LLaMA: Open and Efficient Foundation Language Models
m124,b9,0.36933333333333335,ARC AI2,2018-03-14,True,False,False,LLaMA-13B,2023-02-27,Qwen Technical Report
m125,b11,0.3333333333333333,BBH,2022-10-17,True,False,False,LLaMA-33B,2023-02-27,Qwen Technical Report
m125,b12,0.722,BoolQ,2019-05-24,True,False,False,LLaMA-33B,2023-02-27,Qwen Technical Report
m125,b20,0.7706666666666666,HellaSwag,2019-05-19,True,False,False,LLaMA-33B,2023-02-27,LLaMA: Open and Efficient Foundation Language Models
m125,b21,0.772,LAMBADA,2016-06-20,True,False,False,LLaMA-33B,2023-02-27,Qwen Technical Report
m125,b24,0.4493333333333334,MMLU,2020-09-07,True,False,False,LLaMA-33B,2023-02-27,Qwen Technical Report
m125,b28,0.6459999999999999,PIQA,2019-11-26,True,False,False,LLaMA-33B,2023-02-27,Qwen Technical Report
m125,b37,0.52,Winogrande,2019-07-24,True,False,False,LLaMA-33B,2023-02-27,LLaMA: Open and Efficient Foundation Language Models
m125,b9,0.5666666666666668,ARC AI2,2018-03-14,True,False,False,LLaMA-33B,2023-02-27,Qwen Technical Report
m126,b11,0.4453333333333333,BBH,2022-10-17,True,False,False,LLaMA-65B,2023-02-24,Qwen Technical Report
m126,b12,0.742,BoolQ,2019-05-24,True,False,False,LLaMA-65B,2023-02-24,Qwen Technical Report
m126,b20,0.7893333333333334,HellaSwag,2019-05-19,True,False,False,LLaMA-65B,2023-02-24,LLaMA: Open and Efficient Foundation Language Models
m126,b21,0.777,LAMBADA,2016-06-20,True,False,False,LLaMA-65B,2023-02-24,Qwen Technical Report
m126,b24,0.40533333333333327,MMLU,2020-09-07,True,False,False,LLaMA-65B,2023-02-24,Stanford CRFM Leaderboard
m126,b28,0.6559999999999999,PIQA,2019-11-26,True,False,False,LLaMA-65B,2023-02-24,Qwen Technical Report
m126,b37,0.54,Winogrande,2019-07-24,True,False,False,LLaMA-65B,2023-02-24,LLaMA: Open and Efficient Foundation Language Models
m126,b9,0.5933333333333333,ARC AI2,2018-03-14,True,False,False,LLaMA-65B,2023-02-24,Qwen Technical Report
m127,b11,0.5906666666666666,BBH,2022-10-17,True,False,False,StableBeluga2,2023-07-20,Qwen Technical Report
m127,b12,0.788,BoolQ,2019-05-24,True,False,False,StableBeluga2,2023-07-20,Qwen Technical Report
m127,b20,0.7879999999999999,HellaSwag,2019-05-19,True,False,False,StableBeluga2,2023-07-20,Qwen Technical Report
m127,b21,0.713,LAMBADA,2016-06-20,True,False,False,StableBeluga2,2023-07-20,Qwen Technical Report
m127,b28,0.6659999999999999,PIQA,2019-11-26,True,False,False,StableBeluga2,2023-07-20,Qwen Technical Report
m127,b9,0.8146666666666667,ARC AI2,2018-03-14,True,False,False,StableBeluga2,2023-07-20,Qwen Technical Report
m128,b11,0.04266666666666663,BBH,2022-10-17,True,False,False,Qwen-1_8B,2023-11-30,Qwen Technical Report
m128,b12,0.3600000000000001,BoolQ,2019-05-24,True,False,False,Qwen-1_8B,2023-11-30,Qwen Technical Report
m128,b21,0.584,LAMBADA,2016-06-20,True,False,False,Qwen-1_8B,2023-11-30,Qwen Technical Report
m128,b24,0.04266666666666663,MMLU,2020-09-07,True,False,False,Qwen-1_8B,2023-11-30,Qwen Technical Report
m128,b28,0.46599999999999997,PIQA,2019-11-26,True,False,False,Qwen-1_8B,2023-11-30,Qwen Technical Report
m128,b9,0.37600000000000006,ARC AI2,2018-03-14,True,False,False,Qwen-1_8B,2023-11-30,Qwen Technical Report
m129,b11,0.26666666666666666,BBH,2022-10-17,True,False,False,Qwen-7B,2023-09-28,Qwen Technical Report
m129,b12,0.528,BoolQ,2019-05-24,True,False,False,Qwen-7B,2023-09-28,Qwen Technical Report
m129,b21,0.679,LAMBADA,2016-06-20,True,False,False,Qwen-7B,2023-09-28,Qwen Technical Report
m129,b24,0.26666666666666666,MMLU,2020-09-07,True,False,False,Qwen-7B,2023-09-28,Qwen Technical Report
m129,b28,0.558,PIQA,2019-11-26,True,False,False,Qwen-7B,2023-09-28,Qwen Technical Report
m129,b9,0.6706666666666666,ARC AI2,2018-03-14,True,False,False,Qwen-7B,2023-09-28,Qwen Technical Report
m13,b1,0.31866666666666665,GPQA diamond,2023-11-20,True,False,False,gpt-4o-2024-05-13,2024-05-13,Epoch evaluations
m13,b10,0.323,Balrog,2024-11-20,False,False,False,gpt-4o-2024-05-13,2024-05-13,
m13,b24,0.7893333333333334,MMLU,2020-09-07,True,False,False,gpt-4o-2024-05-13,2024-05-13,Stanford CRFM Leaderboard
m13,b26,0.050300000000000004,OSWorld,2024-04-11,True,False,False,gpt-4o-2024-05-13,2024-05-13,OS World Website
m13,b29,0.8466666666666667,ScienceQA,2022-09-20,True,False,False,gpt-4o-2024-05-13,2024-05-13,Phi-3 Technical Report: A Highly Capable Language Model Locally on Your Phone
m13,b3,0.51,MATH level 5,2021-03-05,True,True,False,gpt-4o-2024-05-13,2024-05-13,Epoch evaluations
m13,b4,0.062062062062062065,OTIS Mock AIME 2024-2025,2024-12-19,True,True,False,gpt-4o-2024-05-13,2024-05-13,Epoch evaluations
m130,b11,0.3786666666666667,BBH,2022-10-17,True,False,False,Qwen-14B,2023-09-28,Qwen Technical Report
m130,b12,0.724,BoolQ,2019-05-24,True,False,False,Qwen-14B,2023-09-28,Qwen Technical Report
m130,b21,0.711,LAMBADA,2016-06-20,True,False,False,Qwen-14B,2023-09-28,Qwen Technical Report
m130,b24,0.3786666666666667,MMLU,2020-09-07,True,False,False,Qwen-14B,2023-09-28,Qwen Technical Report
m130,b28,0.5980000000000001,PIQA,2019-11-26,True,False,False,Qwen-14B,2023-09-28,Qwen Technical Report
m130,b9,0.7920000000000001,ARC AI2,2018-03-14,True,False,False,Qwen-14B,2023-09-28,Qwen Technical Report
m131,b11,0.17333333333333334,BBH,2022-10-17,True,False,False,mpt-30b,2023-06-22,Qwen Technical Report
m131,b12,0.5800000000000001,BoolQ,2019-05-24,True,False,False,mpt-30b,2023-06-22,Stanford HELM
m131,b24,0.3053333333333333,MMLU,2020-09-07,True,False,False,mpt-30b,2023-06-22,Qwen Technical Report
m131,b28,0.6380000000000001,PIQA,2019-11-26,True,False,False,mpt-30b,2023-06-22,Llama 2: Open Foundation and Fine-Tuned Chat Models
m131,b9,0.3413333333333333,ARC AI2,2018-03-14,True,False,False,mpt-30b,2023-06-22,Llama 2: Open Foundation and Fine-Tuned Chat Models
m132,b12,0.696,BoolQ,2019-05-24,True,False,False,PaLM 62B,2022-04-04,LLaMA: Open and Efficient Foundation Language Models
m132,b28,0.6100000000000001,PIQA,2019-11-26,True,False,False,PaLM 62B,2022-04-04,LLaMA: Open and Efficient Foundation Language Models
m132,b37,0.54,Winogrande,2019-07-24,True,False,False,PaLM 62B,2022-04-04,PaLM: Scaling Language Modeling with Pathways
m132,b9,0.3666666666666667,ARC AI2,2018-03-14,True,False,False,PaLM 62B,2022-04-04,LLaMA: Open and Efficient Foundation Language Models
m133,b11,0.7173333333333333,BBH,2022-10-17,True,False,False,DeepSeek-V2,2024-05-07,DeepSeek-V3 Technical Report
m133,b20,0.828,HellaSwag,2019-05-19,True,False,False,DeepSeek-V2,2024-05-07,DeepSeek-V3 Technical Report
m133,b24,0.7120000000000001,MMLU,2020-09-07,True,False,False,DeepSeek-V2,2024-05-07,DeepSeek-V3 Technical Report
m133,b28,0.6780000000000002,PIQA,2019-11-26,True,False,False,DeepSeek-V2,2024-05-07,DeepSeek-V3 Technical Report
m133,b33,0.8,TriviaQA,2017-05-09,True,False,False,DeepSeek-V2,2024-05-07,DeepSeek-V3 Technical Report
m133,b37,0.726,Winogrande,2019-07-24,True,False,False,DeepSeek-V2,2024-05-07,DeepSeek-V3 Technical Report
m133,b9,0.896,ARC AI2,2018-03-14,True,False,False,DeepSeek-V2,2024-05-07,DeepSeek-V3 Technical Report
m134,b11,0.7306666666666666,BBH,2022-10-17,True,False,False,Qwen2.5-72B,2024-09-19,DeepSeek-V3 Technical Report
m134,b20,0.7973333333333333,HellaSwag,2019-05-19,True,False,False,Qwen2.5-72B,2024-09-19,DeepSeek-V3 Technical Report
m134,b24,0.7999999999999999,MMLU,2020-09-07,True,False,False,Qwen2.5-72B,2024-09-19,DeepSeek-V3 Technical Report
m134,b28,0.6519999999999999,PIQA,2019-11-26,True,False,False,Qwen2.5-72B,2024-09-19,DeepSeek-V3 Technical Report
m134,b33,0.7190000000000001,TriviaQA,2017-05-09,True,False,False,Qwen2.5-72B,2024-09-19,DeepSeek-V3 Technical Report
m134,b37,0.6459999999999999,Winogrande,2019-07-24,True,False,False,Qwen2.5-72B,2024-09-19,DeepSeek-V3 Technical Report
m134,b9,0.9266666666666666,ARC AI2,2018-03-14,True,False,False,Qwen2.5-72B,2024-09-19,DeepSeek-V3 Technical Report
m135,b11,0.7720000000000001,BBH,2022-10-17,True,False,False,Llama-3.1-405B,2024-07-23,DeepSeek-V3 Technical Report
m135,b20,0.856,HellaSwag,2019-05-19,True,False,False,Llama-3.1-405B,2024-07-23,DeepSeek-V3 Technical Report
m135,b24,0.7920000000000001,MMLU,2020-09-07,True,False,False,Llama-3.1-405B,2024-07-23,DeepSeek-V3 Technical Report
m135,b28,0.7180000000000002,PIQA,2019-11-26,True,False,False,Llama-3.1-405B,2024-07-23,DeepSeek-V3 Technical Report
m135,b37,0.784,Winogrande,2019-07-24,True,False,False,Llama-3.1-405B,2024-07-23,DeepSeek-V3 Technical Report
m135,b9,0.9373333333333332,ARC AI2,2018-03-14,True,False,False,Llama-3.1-405B,2024-07-23,DeepSeek-V3 Technical Report
m136,b11,0.13600000000000004,BBH,2022-10-17,True,False,False,gemma-2b,2024-02-21,Gemma: Open Models Based on Gemini Research and Technology
m136,b12,0.3880000000000001,BoolQ,2019-05-24,True,False,False,gemma-2b,2024-02-21,Gemma: Open Models Based on Gemini Research and Technology
m136,b20,0.6186666666666668,HellaSwag,2019-05-19,True,False,False,gemma-2b,2024-02-21,Gemma: Open Models Based on Gemini Research and Technology
m136,b24,0.23066666666666666,MMLU,2020-09-07,True,False,False,gemma-2b,2024-02-21,Gemma: Open Models Based on Gemini Research and Technology
m136,b28,0.546,PIQA,2019-11-26,True,False,False,gemma-2b,2024-02-21,Gemma: Open Models Based on Gemini Research and Technology
m136,b33,0.532,TriviaQA,2017-05-09,True,False,False,gemma-2b,2024-02-21,Gemma: Open Models Based on Gemini Research and Technology
m136,b9,0.22800000000000006,ARC AI2,2018-03-14,True,False,False,gemma-2b,2024-02-21,Gemma: Open Models Based on Gemini Research and Technology
m137,b12,0.516,BoolQ,2019-05-24,True,False,False,phi-1_5,2023-09-11,Textbooks Are All You Need II: phi-1.5 technical report
m137,b20,0.3013333333333334,HellaSwag,2019-05-19,True,False,False,phi-1_5,2023-09-11,Textbooks Are All You Need II: phi-1.5 technical report
m137,b24,0.168,MMLU,2020-09-07,True,False,False,phi-1_5,2023-09-11,Textbooks Are All You Need II: phi-1.5 technical report
m137,b25,0.16266666666666674,OpenBookQA,2018-09-08,True,False,False,phi-1_5,2023-09-11,Textbooks Are All You Need II: phi-1.5 technical report
m137,b37,0.4680000000000002,Winogrande,2019-07-24,True,False,False,phi-1_5,2023-09-11,Textbooks Are All You Need II: phi-1.5 technical report
m137,b9,0.25866666666666666,ARC AI2,2018-03-14,True,False,False,phi-1_5,2023-09-11,Textbooks Are All You Need II: phi-1.5 technical report
m138,b12,0.754,BoolQ,2019-05-24,True,False,False,text-davinci-002,2022-03-15,Stanford HELM
m138,b20,0.7533333333333333,HellaSwag,2019-05-19,True,False,False,text-davinci-002,2022-03-15,Stanford HELM
m138,b24,0.6,MMLU,2020-09-07,True,False,False,text-davinci-002,2022-03-15,GPT-4 Technical Report
m138,b37,0.6319999999999999,Winogrande,2019-07-24,True,False,False,text-davinci-002,2022-03-15,GPT-4 technical report
m138,b9,0.8026666666666666,ARC AI2,2018-03-14,True,False,False,text-davinci-002,2022-03-15,GPT-4 Technical Report
m139,b12,0.5880000000000001,BoolQ,2019-05-24,True,False,False,Gopher (280B),2021-12-08,LLaMA: Open and Efficient Foundation Language Models
m139,b20,0.7226666666666667,HellaSwag,2019-05-19,True,False,False,Gopher (280B),2021-12-08,GLaM: Efficient Scaling of Language Models with Mixture-of-Experts
m139,b21,0.745,LAMBADA,2016-06-20,True,False,False,Gopher (280B),2021-12-08,"Using DeepSpeed and Megatron to Train Megatron-Turing NLG 530B, A Large-Scale Generative Language Model"
m139,b24,0.4666666666666666,MMLU,2020-09-07,True,False,False,Gopher (280B),2021-12-08,"Scaling Language Models: Methods, Analysis & Insights from Training Gopher"
m139,b28,0.6359999999999999,PIQA,2019-11-26,True,False,False,Gopher (280B),2021-12-08,"Using DeepSpeed and Megatron to Train Megatron-Turing NLG 530B, A Large-Scale Generative Language Model"
m139,b33,0.5710000000000001,TriviaQA,2017-05-09,True,False,False,Gopher (280B),2021-12-08,GLaM: Efficient Scaling of Language Models with Mixture-of-Experts
m139,b37,0.4019999999999999,Winogrande,2019-07-24,True,False,False,Gopher (280B),2021-12-08,Training Compute-Optimal Large Language Models
m14,b1,0.2973333333333333,GPQA diamond,2023-11-20,True,False,False,gemini-1.5-flash-002,2024-09-24,Epoch evaluations
m14,b10,0.146,Balrog,2024-11-20,False,False,False,gemini-1.5-flash-002,2024-09-24,
m14,b18,0.76,GeoBench,2025-03-01,False,False,False,gemini-1.5-flash-002,2024-09-24,GeoBench leaderboard
m14,b2,0.0,FrontierMath-2025-02-28-Private,2025-02-28,True,True,False,gemini-1.5-flash-002,2024-09-24,Epoch evaluations
m14,b24,0.6520000000000001,MMLU,2020-09-07,True,False,False,gemini-1.5-flash-002,2024-09-24,Stanford CRFM Leaderboard
m14,b28,0.75,PIQA,2019-11-26,True,False,False,gemini-1.5-flash-002,2024-09-24,Phi-3 Technical Report: A Highly Capable Language Model Locally on Your Phone
m14,b3,0.619,MATH level 5,2021-03-05,True,True,False,gemini-1.5-flash-002,2024-09-24,Epoch evaluations
m14,b4,0.16216216216216217,OTIS Mock AIME 2024-2025,2024-12-19,True,True,False,gemini-1.5-flash-002,2024-09-24,Epoch evaluations
m140,b12,0.6740000000000002,BoolQ,2019-05-24,True,False,False,Chinchilla (70B),2022-03-29,LLaMA: Open and Efficient Foundation Language Models
m140,b21,0.774,LAMBADA,2016-06-20,True,False,False,Chinchilla (70B),2022-03-29,The Falcon Series of Open Language Models
m140,b28,0.6359999999999999,PIQA,2019-11-26,True,False,False,Chinchilla (70B),2022-03-29,LLaMA: Open and Efficient Foundation Language Models
m140,b37,0.4980000000000002,Winogrande,2019-07-24,True,False,False,Chinchilla (70B),2022-03-29,Training Compute-Optimal Large Language Models
m141,b12,0.794,BoolQ,2019-05-24,True,False,False,Inflection-1,2023-06-22,The Falcon Series of Open Language Models
m141,b21,0.785,LAMBADA,2016-06-20,True,False,False,Inflection-1,2023-06-22,The Falcon Series of Open Language Models
m141,b24,0.636,MMLU,2020-09-07,True,False,False,Inflection-1,2023-06-22,Inflection-1 
m141,b28,0.6840000000000002,PIQA,2019-11-26,True,False,False,Inflection-1,2023-06-22,The Falcon Series of Open Language Models
m142,b18,0.62,GeoBench,2025-03-01,False,False,False,Qwen2.5-VL-72B-Instruct,2024-09-19,GeoBench leaderboard
m142,b26,0.08800000000000001,OSWorld,2024-04-11,True,False,False,Qwen2.5-VL-72B-Instruct,2024-09-19,OS World Website
m142,b27,0.1864,OSUniverse,2025-05-06,False,False,False,Qwen2.5-VL-72B-Instruct,2024-09-19,OSUniverse Paper
m142,b34,0.6466666666666666,VideoMME,2024-05-31,True,False,False,Qwen2.5-VL-72B-Instruct,2024-09-19,Video-MME Leaderboard
m143,b20,0.6960000000000001,HellaSwag,2019-05-19,True,False,False,GLaM (MoE),2021-12-13,GLaM: Efficient Scaling of Language Models with Mixture-of-Experts
m143,b25,0.5066666666666667,OpenBookQA,2018-09-08,True,False,False,GLaM (MoE),2021-12-13,GLaM: Efficient Scaling of Language Models with Mixture-of-Experts
m143,b33,0.758,TriviaQA,2017-05-09,True,False,False,GLaM (MoE),2021-12-13,GLaM: Efficient Scaling of Language Models with Mixture-of-Experts
m143,b37,0.5840000000000001,Winogrande,2019-07-24,True,False,False,GLaM (MoE),2021-12-13,GLaM: Efficient Scaling of Language Models with Mixture-of-Experts
m144,b22,0.605,Lech Mazur Writing,2025-01-31,False,False,False,amazon.nova-pro-v1:0,2024-12-03,lechmazur/writing Github repository
m144,b23,0.4353,LiveBench,2024-06-27,True,True,True,amazon.nova-pro-v1:0,2024-12-03,LiveBench Leaderboard
m144,b24,0.7599999999999999,MMLU,2020-09-07,True,False,False,amazon.nova-pro-v1:0,2024-12-03,Stanford CRFM Leaderboard
m144,b31,0.017,SuperGLUE,2019-05-02,True,False,False,amazon.nova-pro-v1:0,2024-12-03,TheAgentCompany experiment results github
m15,b1,0.076,GPQA diamond,2023-11-20,True,False,False,gpt-4-0613,2023-06-13,Epoch evaluations
m15,b24,0.7653333333333334,MMLU,2020-09-07,True,False,False,gpt-4-0613,2023-06-13,Stanford CRFM Leaderboard
m15,b3,0.23,MATH level 5,2021-03-05,True,True,False,gpt-4-0613,2023-06-13,Epoch evaluations
m15,b33,0.848,TriviaQA,2017-05-09,True,False,False,gpt-4-0613,2023-06-13,PapersWithCode
m16,b1,0.03333333333333336,GPQA diamond,2023-11-20,True,False,False,gemma-2-9b-it,2024-06-24,Epoch evaluations
m16,b23,0.2866,LiveBench,2024-06-27,True,True,True,gemma-2-9b-it,2024-06-24,LiveBench Leaderboard
m16,b24,0.628,MMLU,2020-09-07,True,False,False,gemma-2-9b-it,2024-06-24,Stanford CRFM Leaderboard
m16,b3,0.21,MATH level 5,2021-03-05,True,True,False,gemma-2-9b-it,2024-06-24,Epoch evaluations
m16,b4,0.005005005005005005,OTIS Mock AIME 2024-2025,2024-12-19,True,True,False,gemma-2-9b-it,2024-06-24,Epoch evaluations
m17,b1,0.040000000000000036,GPQA diamond,2023-11-20,True,False,False,gpt-3.5-turbo-1106,2023-11-06,Epoch evaluations
m17,b3,0.159,MATH level 5,2021-03-05,True,True,False,gpt-3.5-turbo-1106,2023-11-06,Epoch evaluations
m17,b7,0.37149999999999994,ANLI,2019-10-31,True,False,False,gpt-3.5-turbo-1106,2023-11-06,Phi-3 Technical Report: A Highly Capable Language Model Locally on Your Phone
m17,b9,0.8320000000000002,ARC AI2,2018-03-14,True,False,False,gpt-3.5-turbo-1106,2023-11-06,Phi-3 Technical Report: A Highly Capable Language Model Locally on Your Phone
m18,b1,0.2786666666666667,GPQA diamond,2023-11-20,True,False,False,gemini-1.5-pro-001,2024-05-24,Epoch evaluations
m18,b15,0.075,Cybench,2024-08-15,True,False,True,gemini-1.5-pro-001,2024-05-24,Cybench leaderboard
m18,b24,0.7040000000000001,MMLU,2020-09-07,True,False,False,gemini-1.5-pro-001,2024-05-24,Stanford CRFM Leaderboard
m18,b26,0.054000000000000006,OSWorld,2024-04-11,True,False,False,gemini-1.5-pro-001,2024-05-24,OS World Website
m18,b3,0.407,MATH level 5,2021-03-05,True,True,False,gemini-1.5-pro-001,2024-05-24,Epoch evaluations
m18,b34,0.6666666666666666,VideoMME,2024-05-31,True,False,False,gemini-1.5-pro-001,2024-05-24,Video-MME Leaderboard
m18,b4,0.06706706706706707,OTIS Mock AIME 2024-2025,2024-12-19,True,True,False,gemini-1.5-pro-001,2024-05-24,Epoch evaluations
m19,b1,0.16933333333333334,GPQA diamond,2023-11-20,True,False,False,gpt-4o-mini-2024-07-18,2024-07-18,Epoch evaluations
m19,b10,0.174,Balrog,2024-11-20,False,False,False,gpt-4o-mini-2024-07-18,2024-07-18,
m19,b12,0.774,BoolQ,2019-05-24,True,False,False,gpt-4o-mini-2024-07-18,2024-07-18,Phi-3 Technical Report: A Highly Capable Language Model Locally on Your Phone
m19,b17,0.042,Factorio learning environment,2025-03-06,False,False,False,gpt-4o-mini-2024-07-18,2024-07-18,Factorio Learning Environment Leaderboard
m19,b18,0.64,GeoBench,2025-03-01,False,False,False,gpt-4o-mini-2024-07-18,2024-07-18,GeoBench leaderboard
m19,b22,0.6719999999999999,Lech Mazur Writing,2025-01-31,False,False,False,gpt-4o-mini-2024-07-18,2024-07-18,lechmazur/writing Github repository
m19,b23,0.41259999999999997,LiveBench,2024-06-27,True,True,True,gpt-4o-mini-2024-07-18,2024-07-18,LiveBench Leaderboard
m19,b24,0.7573333333333333,MMLU,2020-09-07,True,False,False,gpt-4o-mini-2024-07-18,2024-07-18,Stanford CRFM Leaderboard
m19,b26,0.0377,OSWorld,2024-04-11,True,False,False,gpt-4o-mini-2024-07-18,2024-07-18,OS World Website
m19,b28,0.774,PIQA,2019-11-26,True,False,False,gpt-4o-mini-2024-07-18,2024-07-18,Phi-3 Technical Report: A Highly Capable Language Model Locally on Your Phone
m19,b3,0.526,MATH level 5,2021-03-05,True,True,False,gpt-4o-mini-2024-07-18,2024-07-18,Epoch evaluations
m19,b30,0.107,SimpleBench,2024-10-31,False,False,False,gpt-4o-mini-2024-07-18,2024-07-18,SimpleBench Leaderboard
m19,b34,0.5306666666666667,VideoMME,2024-05-31,True,False,False,gpt-4o-mini-2024-07-18,2024-07-18,Video-MME Leaderboard
m19,b35,0.34,VPCT,2025-01-30,False,False,False,gpt-4o-mini-2024-07-18,2024-07-18,VPCT leaderboard
m19,b36,0.2364,WeirdML,2025-01-16,False,False,True,gpt-4o-mini-2024-07-18,2024-07-18,WeirdML Leaderboard
m19,b4,0.06806806806806807,OTIS Mock AIME 2024-2025,2024-12-19,True,True,False,gpt-4o-mini-2024-07-18,2024-07-18,Epoch evaluations
m19,b6,0.036000000000000004,Aider polyglot,2024-12-21,True,False,True,gpt-4o-mini-2024-07-18,2024-07-18,Aider LLM Leaderboards
m2,b1,0.20533333333333337,GPQA diamond,2023-11-20,True,False,False,gemini-1.5-flash-001,2024-05-23,Epoch evaluations
m2,b12,0.716,BoolQ,2019-05-24,True,False,False,gemini-1.5-flash-001,2024-05-23,Phi-3 Technical Report: A Highly Capable Language Model Locally on Your Phone
m2,b24,0.7053333333333334,MMLU,2020-09-07,True,False,False,gemini-1.5-flash-001,2024-05-23,Stanford CRFM Leaderboard
m2,b3,0.251,MATH level 5,2021-03-05,True,True,False,gemini-1.5-flash-001,2024-05-23,Epoch evaluations
m2,b34,0.604,VideoMME,2024-05-31,True,False,False,gemini-1.5-flash-001,2024-05-23,Video-MME Leaderboard
m2,b4,0.038038038038038034,OTIS Mock AIME 2024-2025,2024-12-19,True,True,False,gemini-1.5-flash-001,2024-05-23,Epoch evaluations
m20,b1,0.4293333333333333,GPQA diamond,2023-11-20,True,False,False,gemini-1.5-pro-002,2024-09-24,Epoch evaluations
m20,b10,0.21,Balrog,2024-11-20,False,False,False,gemini-1.5-pro-002,2024-09-24,
m20,b13,0.34,CadEval,2025-04-22,False,False,True,gemini-1.5-pro-002,2024-09-24,CadEval Dashboard
m20,b24,0.7693333333333334,MMLU,2020-09-07,True,False,False,gemini-1.5-pro-002,2024-09-24,Stanford CRFM Leaderboard
m20,b27,0.061200000000000004,OSUniverse,2025-05-06,False,False,False,gemini-1.5-pro-002,2024-09-24,OSUniverse Paper
m20,b3,0.704,MATH level 5,2021-03-05,True,True,False,gemini-1.5-pro-002,2024-09-24,Epoch evaluations
m20,b30,0.271,SimpleBench,2024-10-31,False,False,False,gemini-1.5-pro-002,2024-09-24,SimpleBench Leaderboard
m20,b31,0.034,SuperGLUE,2019-05-02,True,False,False,gemini-1.5-pro-002,2024-09-24,TheAgentCompany experiment results github
m20,b4,0.23023023023023023,OTIS Mock AIME 2024-2025,2024-12-19,True,True,False,gemini-1.5-pro-002,2024-09-24,Epoch evaluations
m21,b1,0.01200000000000001,GPQA diamond,2023-11-20,True,False,False,Llama-3.1-8B-Instruct,2024-07-23,Epoch evaluations
m21,b10,0.151,Balrog,2024-11-20,False,False,False,Llama-3.1-8B-Instruct,2024-07-23,
m21,b12,0.6559999999999999,BoolQ,2019-05-24,True,False,False,Llama-3.1-8B-Instruct,2024-07-23,Phi-3 Technical Report: A Highly Capable Language Model Locally on Your Phone
m21,b28,0.6240000000000001,PIQA,2019-11-26,True,False,False,Llama-3.1-8B-Instruct,2024-07-23,Phi-3 Technical Report: A Highly Capable Language Model Locally on Your Phone
m21,b3,0.229,MATH level 5,2021-03-05,True,True,False,Llama-3.1-8B-Instruct,2024-07-23,Epoch evaluations
m21,b4,0.024024024024024024,OTIS Mock AIME 2024-2025,2024-12-19,True,True,False,Llama-3.1-8B-Instruct,2024-07-23,Epoch evaluations
m22,b1,0.256,GPQA diamond,2023-11-20,True,False,False,Llama-3.1-70B-Instruct,2024-07-23,Epoch evaluations
m22,b10,0.279,Balrog,2024-11-20,False,False,False,Llama-3.1-70B-Instruct,2024-07-23,
m22,b3,0.367,MATH level 5,2021-03-05,True,True,False,Llama-3.1-70B-Instruct,2024-07-23,Epoch evaluations
m22,b31,0.069,SuperGLUE,2019-05-02,True,False,False,Llama-3.1-70B-Instruct,2024-07-23,TheAgentCompany experiment results github
m22,b4,0.03503503503503503,OTIS Mock AIME 2024-2025,2024-12-19,True,True,False,Llama-3.1-70B-Instruct,2024-07-23,Epoch evaluations
m23,b1,0.3453333333333333,GPQA diamond,2023-11-20,True,False,False,Llama-3.1-405B-Instruct,2024-07-23,Epoch evaluations
m23,b15,0.075,Cybench,2024-08-15,True,False,True,Llama-3.1-405B-Instruct,2024-07-23,Cybench leaderboard
m23,b25,0.3226666666666667,OpenBookQA,2018-09-08,True,False,False,Llama-3.1-405B-Instruct,2024-07-23,The Llama 3 Herd of Models
m23,b3,0.498,MATH level 5,2021-03-05,True,True,False,Llama-3.1-405B-Instruct,2024-07-23,Epoch evaluations
m23,b30,0.23,SimpleBench,2024-10-31,False,False,False,Llama-3.1-405B-Instruct,2024-07-23,SimpleBench Leaderboard
m23,b31,0.07400000000000001,SuperGLUE,2019-05-02,True,False,False,Llama-3.1-405B-Instruct,2024-07-23,TheAgentCompany experiment results github
m23,b37,0.6440000000000001,Winogrande,2019-07-24,True,False,False,Llama-3.1-405B-Instruct,2024-07-23,The Llama 3 Herd of Models
m23,b4,0.0960960960960961,OTIS Mock AIME 2024-2025,2024-12-19,True,True,False,Llama-3.1-405B-Instruct,2024-07-23,Epoch evaluations
m24,b1,0.38400000000000006,GPQA diamond,2023-11-20,True,False,False,grok-2-1212,2024-12-12,Epoch evaluations
m24,b2,0.007,FrontierMath-2025-02-28-Private,2025-02-28,True,True,False,grok-2-1212,2024-12-12,Epoch evaluations
m24,b22,0.636,Lech Mazur Writing,2025-01-31,False,False,False,grok-2-1212,2024-12-12,lechmazur/writing Github repository
m24,b23,0.5429999999999999,LiveBench,2024-06-27,True,True,True,grok-2-1212,2024-12-12,LiveBench Leaderboard
m24,b3,0.635,MATH level 5,2021-03-05,True,True,False,grok-2-1212,2024-12-12,Epoch evaluations
m24,b30,0.227,SimpleBench,2024-10-31,False,False,False,grok-2-1212,2024-12-12,SimpleBench Leaderboard
m24,b36,0.2762,WeirdML,2025-01-16,False,False,True,grok-2-1212,2024-12-12,WeirdML Leaderboard
m24,b4,0.11411411411411412,OTIS Mock AIME 2024-2025,2024-12-19,True,True,False,grok-2-1212,2024-12-12,Epoch evaluations
